'Azir', 'Taliyah', 'Caitlyn', 'Zyra', 'Udyr', 'Karma', 'Zilean', 'Olaf', 'Ezreal', 'Amumu'
'Jax', 'Taliyah', 'Qiyana', 'Draven', 'Janna', 'Renekton', 'Nidalee', 'Kennen', 'Xayah', 'Blitzcrank'
'Fiora', 'Ekko', 'Ryze', "Kai'Sa", 'Swain', 'Jax', "Rek'Sai", 'Pyke', 'Caitlyn', 'Morgana'
'Gnar', "Rek'Sai", 'Zoe', 'Lucian', 'Swain', 'Renekton', "Kha'Zix", 'Sylas', 'Xayah', 'Thresh'
'Poppy', 'Graves', 'Kayle', "Kai'Sa", 'Nautilus', 'Karma', 'Lee Sin', 'Ekko', 'Xayah', 'Rakan'
'Jayce', 'Kayn', 'Syndra', "Kai'Sa", 'Nautilus', 'Irelia', 'Olaf', 'Akali', 'Ezreal', 'Morgana'
'Vladimir', "Kha'Zix", 'Galio', 'Miss Fortune', 'Swain', 'Karma', 'Nidalee', 'Ryze', "Kai'Sa", 'Thresh'
'Ornn', 'Taliyah', 'Zoe', "Kai'Sa", 'Nautilus', 'Vladimir', "Kha'Zix", 'Yasuo', 'Jinx', 'Tahm Kench'
'Irelia', "Rek'Sai", 'Akali', 'Ezreal', 'Bard', 'Kennen', 'Lee Sin', 'Rumble', 'Lucian', 'Pyke'
'Kennen', 'Ekko', 'Ezreal', 'Ashe', 'Karma', 'Renekton', 'Taliyah', 'Jayce', 'Xayah', 'Pyke'
'Jayce', 'Karthus', 'Zoe', 'Lucian', 'Leona', 'Kled', 'Nidalee', 'Taliyah', "Kai'Sa", 'Swain'
'Camille', 'Nidalee', 'Zoe', "Kai'Sa", 'Thresh', 'Kennen', 'Lee Sin', 'Pyke', 'Jinx', 'Morgana'
'Quinn', "Kha'Zix", 'Ekko', "Kai'Sa", 'Nautilus', 'Renekton', 'Lee Sin', 'Zoe', 'Lucian', 'Thresh'
'Jayce', 'Gragas', 'Lucian', 'Xayah', 'Rakan', 'Irelia', "Rek'Sai", 'LeBlanc', 'Jinx', 'Nautilus'
'Kayn', 'Jinx', 'Teemo', 'Zed', 'Morgana', 'Neeko', 'Akali', 'Maokai', 'Annie', 'Rumble'
'Garen', 'Elise', 'Fiora', 'Jinx', 'Thresh', 'Kayle', 'Graves', 'Irelia', 'Taric', 'Morgana'
'Ornn', 'Lee Sin', 'Akali', 'Caitlyn', 'Thresh', 'Vladimir', 'Graves', 'Fizz', 'Xayah', 'Bard'
'Irelia', 'Ekko', 'Garen', 'Xayah', 'Gragas', 'Pantheon', 'Nunu & Willump', 'Fizz', 'Varus', 'Tahm Kench'
'Garen', 'Karthus', 'Lucian', 'Xayah', 'Thresh', 'Vladimir', 'Olaf', 'Galio', "Kai'Sa", 'Leona'
'Garen', 'Ekko', 'Diana', "Kai'Sa", 'Blitzcrank', 'Aatrox', 'Lee Sin', 'LeBlanc', 'Xayah', 'Rakan'
'Karma', 'Karthus', 'Pyke', 'Xayah', 'Rakan', 'Garen', 'Ekko', 'Kayle', "Kai'Sa", 'Volibear'
'Garen', 'Gragas', 'Pyke', 'Ezreal', 'Tahm Kench', 'Vladimir', 'Lee Sin', 'Aatrox', 'Xayah', 'Thresh'
'Garen', 'Nidalee', 'Qiyana', 'Taliyah', 'Leona', 'Kayle', "Rek'Sai", 'Neeko', 'Ezreal', 'Karma'
'Garen', 'Taliyah', 'Aurelion Sol', "Kai'Sa", 'Gragas', 'Poppy', 'Elise', 'Renekton', 'Xayah', 'Thresh'
'Akali', 'Tryndamere', 'Sivir', 'Zoe', 'Lux', 'Graves', 'Ahri', 'Jayce', 'Syndra', 'Zed'
'Fiora', 'Ekko', 'Kassadin', 'Xayah', 'Rakan', 'Camille', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Alistar'
'Tahm Kench', 'Lee Sin', 'Akali', 'Ezreal', 'Nautilus', 'Dr. Mundo', 'Gragas', 'Lucian', "Kai'Sa", 'Shen'
'Irelia', 'Lee Sin', 'Akali', "Kai'Sa", 'Alistar', 'Karma', 'Sylas', 'Qiyana', 'Lucian', 'Yuumi'
'Camille', 'Jarvan IV', 'Mordekaiser', 'Sivir', 'Karma', 'Dr. Mundo', 'Gragas', 'Yasuo', 'Caitlyn', 'Morgana'
'Sylas', 'Elise', 'Aatrox', 'Ezreal', 'Thresh', 'Renekton', 'Taliyah', 'Qiyana', 'Draven', 'Alistar'
'Sylas', 'Olaf', 'Gangplank', 'Sivir', 'Karma', 'Quinn', 'Elise', 'Renekton', "Kai'Sa", 'Soraka'
'Riven', 'Karthus', 'Qiyana', "Kai'Sa", 'Alistar', 'Jax', 'Elise', 'Irelia', 'Lucian', 'Thresh'
'Fiora', 'Gragas', 'Qiyana', 'Ezreal', 'Morgana', 'Vayne', 'Elise', 'Malphite', "Kai'Sa", 'Nautilus'
'Vladimir', 'Olaf', 'Twisted Fate', 'Ezreal', 'Tahm Kench', 'Gangplank', 'Kindred', 'Katarina', "Kai'Sa", 'Pyke'
'Renekton', 'Lee Sin', 'Zoe', 'Cassiopeia', 'Alistar', 'Gangplank', 'Nunu & Willump', 'Kassadin', "Kai'Sa", 'Blitzcrank'
'Karma', 'Kindred', 'Sylas', 'Ezreal', 'Pyke', 'Taric', 'Jarvan IV', 'Galio', 'Kalista', 'Thresh'
'Pantheon', 'Lee Sin', 'Ryze', 'Ezreal', 'Nautilus', 'Sylas', 'Nidalee', 'Gangplank', 'Yasuo', 'Gragas'
'Gragas', 'Karthus', 'Yasuo', 'Lucian', 'Leona', 'Camille', 'Elise', 'Morgana', "Kai'Sa", 'Bard'
'Lucian', 'Ekko', 'Camille', 'Ezreal', 'Yuumi', 'Kayle', 'Lee Sin', 'Kled', "Kai'Sa", 'Nautilus'
'Akali', 'Karthus', 'LeBlanc', 'Ezreal', 'Leona', 'Fiora', 'Nidalee', 'Diana', 'Lucian', 'Bard'
'Jayce', 'Olaf', 'Zoe', "Kai'Sa", 'Pyke', 'Kennen', 'Lee Sin', 'Syndra', 'Lucian', 'Volibear'
'Tristana', 'Ekko', 'Aatrox', 'Caitlyn', 'Gragas', 'Lucian', "Rek'Sai", 'Galio', "Kai'Sa", 'Volibear'
'Gangplank', 'Karthus', 'Jayce', 'Jinx', 'Tahm Kench', 'Ornn', 'Ekko', 'Irelia', 'Xayah', 'Blitzcrank'
'Kayle', 'Hecarim', 'Akali', 'Lucian', 'Bard', 'Vladimir', 'Karthus', 'Jayce', 'Tristana', 'Pyke'
'Zoe', 'Nidalee', 'Akali', 'Caitlyn', 'Nautilus', 'Ryze', 'Karthus', 'Qiyana', "Kai'Sa", 'Pyke'
'Lucian', 'Karthus', 'Irelia', 'Xayah', 'Gragas', 'Twisted Fate', 'Nocturne', 'Gangplank', "Kai'Sa", 'Nautilus'
'Camille', 'Ekko', 'Pantheon', 'Vladimir', 'Tahm Kench', 'Kayle', 'Nidalee', 'Garen', 'Yasuo', 'Nautilus'
'Shen', 'Shyvana', 'Ryze', "Kai'Sa", 'Alistar', 'Aatrox', 'Kindred', 'Ekko', 'Miss Fortune', 'Nautilus'
'Tristana', 'Lee Sin', 'Qiyana', 'Xayah', 'Rakan', 'Jayce', 'Elise', 'Talon', "Kai'Sa", 'Alistar'
'Jayce', 'Ekko', 'Shen', 'Miss Fortune', 'Nautilus', 'Camille', 'Nidalee', 'Syndra', "Kai'Sa", 'Morgana'
'Kayle', 'Hecarim', 'Akali', 'Lucian', 'Bard', 'Vladimir', 'Karthus', 'Jayce', 'Tristana', 'Pyke'
'Shen', 'Nidalee', 'Pantheon', 'Miss Fortune', 'Alistar', 'Mordekaiser', 'Olaf', 'Syndra', 'Ashe', 'Nautilus'
'Vladimir', 'Nidalee', 'Lucian', 'Xayah', 'Thresh', 'Ezreal', 'Lee Sin', 'Akali', 'Zoe', 'Tahm Kench'
'Jayce', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Zilean', 'Kayle', "Rek'Sai", 'Zoe', 'Kalista', 'Thresh'
'Kayle', "Rek'Sai", 'Sylas', 'Ashe', 'Nautilus', 'Vladimir', 'Lee Sin', 'Ryze', 'Caitlyn', 'Lux'
'Kayle', 'Nidalee', 'Yasuo', 'Ezreal', 'Braum', 'Jayce', "Kha'Zix", 'Zoe', "Kai'Sa", 'Alistar'
'Irelia', 'Lee Sin', 'Zoe', "Kai'Sa", 'Alistar', 'Pantheon', "Rek'Sai", 'Orianna', 'Taliyah', 'Shen'
'Renekton', 'Gragas', 'Kassadin', 'Jinx', 'Xerath', 'Kayle', 'Ekko', 'Mordekaiser', 'Ashe', 'Zyra'
'Camille', 'Nidalee', 'Lissandra', "Kai'Sa", 'Zilean', 'Gangplank', "Rek'Sai", 'Akali', 'Ezreal', 'Janna'
'Camille', 'Gragas', 'Vladimir', 'Caitlyn', 'Tahm Kench', 'Jayce', 'Karthus', 'LeBlanc', 'Jinx', 'Thresh'
'Jax', 'Ekko', 'Qiyana', "Kai'Sa", 'Gragas', 'Camille', "Rek'Sai", "Vel'Koz", 'Lucian', 'Nautilus'
'Rengar', 'Jarvan IV', "Vel'Koz", 'Xayah', 'Rakan', 'Lucian', "Rek'Sai", 'Ryze', 'Sylas', 'Karma'
'Kayle', 'Lee Sin', 'Aurelion Sol', 'Viktor', 'Tahm Kench', 'Karma', 'Elise', 'Qiyana', 'Jinx', 'Thresh'
'Vladimir', 'Olaf', 'Zoe', 'Jhin', 'Karma', 'Kayle', 'Lee Sin', 'Akali', 'Ashe', 'Blitzcrank'
'Poppy', 'Sejuani', 'Twisted Fate', 'Yasuo', 'Zyra', 'Udyr', 'Gragas', 'Irelia', 'Jinx', 'Thresh'
'Renekton', 'Olaf', 'Jayce', 'Ashe', 'Miss Fortune', 'Akali', 'Lee Sin', 'Galio', 'Xayah', 'Rakan'
'Irelia', 'Elise', 'Vladimir', 'Draven', 'Pyke', 'Lucian', 'Camille', 'Zoe', "Kai'Sa", 'Leona'
'Vladimir', 'Nidalee', 'Garen', 'Jinx', 'Thresh', 'Camille', 'Karthus', 'Lucian', "Kai'Sa", 'Volibear'
'Galio', 'Nasus', 'Maokai', "Vel'Koz", 'Jhin', 'Veigar', 'Varus', 'Lucian', 'Zed', 'Malphite'
'Kayle', "Kha'Zix", 'Irelia', 'Xayah', 'Volibear', 'Vladimir', 'Lee Sin', 'Ryze', 'Lucian', 'Blitzcrank'
'Gangplank', 'Lee Sin', 'Trundle', "Kai'Sa", 'Blitzcrank', 'Kayle', "Rek'Sai", 'Galio', 'Jinx', 'Thresh'
'Lucian', 'Ekko', 'Camille', 'Ezreal', 'Yuumi', 'Kayle', 'Lee Sin', 'Kled', "Kai'Sa", 'Nautilus'
'Jax', 'Gragas', 'Irelia', 'Ezreal', 'Tahm Kench', 'Kayle', 'Lee Sin', 'Akali', 'Kalista', 'Thresh'
'Ryze', 'Fiddlesticks', 'Lucian', 'Twisted Fate', 'Rumble', 'Varus', 'Akali', 'Vladimir', 'Jayce', 'Volibear'
'LeBlanc', 'Sona', 'Xerath', 'Veigar', 'Yorick', 'Ashe', 'Thresh', 'Syndra', 'Fiora', 'Vayne'
'Ziggs', 'Jarvan IV', 'Galio', 'Ezreal', 'Pyke', 'Renekton', 'Sona', 'Camille', 'Annie', 'Garen'
'Tristana', 'Ekko', 'Qiyana', 'Caitlyn', 'Morgana', 'Gangplank', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Karma'
'Jax', 'Ekko', 'Wukong', 'Miss Fortune', 'Leona', 'Kayle', 'Gragas', 'Talon', "Kai'Sa", 'Tahm Kench'
'Renekton', 'Xin Zhao', 'Zoe', 'Ezreal', 'Braum', 'Akali', 'Graves', 'Yasuo', 'Lucian', 'Leona'
'Teemo', 'Miss Fortune', 'Ezreal', 'Swain', 'Caitlyn', 'Draven', 'Pantheon', 'Pyke', 'Maokai', 'Rumble'
'Shen', 'Shyvana', 'LeBlanc', 'Jhin', 'Bard', 'Poppy', 'Nidalee', 'Galio', 'Ezreal', 'Lulu'
'Akali', 'Xin Zhao', 'Galio', "Kai'Sa", 'Karma', 'Jayce', "Rek'Sai", 'Kayle', 'Lucian', 'Pyke'
'Kennen', 'Ekko', 'Ezreal', 'Ashe', 'Karma', 'Renekton', 'Taliyah', 'Jayce', 'Xayah', 'Pyke'
'Vladimir', 'Shyvana', 'Lucian', 'Jinx', 'Pyke', 'Jayce', 'Ekko', 'Sylas', 'Miss Fortune', 'Yuumi'
'Aatrox', "Kha'Zix", 'Vladimir', 'Syndra', 'Pyke', 'Kayle', 'Elise', 'Taliyah', 'Miss Fortune', 'Nautilus'
'Hecarim', 'Viktor', 'Fiddlesticks', 'Irelia', 'Caitlyn', 'Draven', 'Twisted Fate', 'Jarvan IV', 'Nasus', 'Syndra'
'Malphite', 'Azir', 'Zilean', 'Miss Fortune', 'Gragas', 'Aatrox', 'Gangplank', 'Swain', 'Lulu', 'Leona'
'Garen', 'Zac', 'Yasuo', 'Jhin', 'Nautilus', 'Aatrox', 'Lee Sin', "Vel'Koz", 'Ashe', 'Braum'
'Udyr', 'Nidalee', 'Malzahar', 'Jinx', 'Thresh', 'Vladimir', 'Lee Sin', 'Zoe', "Kai'Sa", 'Nautilus'
'Jayce', 'Nidalee', 'Kayle', 'Xayah', 'Rakan', 'Ryze', 'Lee Sin', 'Pantheon', "Kai'Sa", 'Thresh'
'Garen', 'Elise', 'Malzahar', 'Ezreal', 'Pyke', 'Kayle', 'Lee Sin', 'Zoe', "Kai'Sa", 'Thresh'
'Akali', "Kha'Zix", 'Zoe', 'Lucian', 'Alistar', 'Gnar', 'Kindred', 'LeBlanc', 'Ezreal', 'Nautilus'
'Quinn', 'Taliyah', 'Irelia', "Kai'Sa", 'Pyke', 'Ryze', 'Elise', 'Renekton', 'Xayah', 'Thresh'
'Poppy', 'Olaf', 'Taliyah', 'Xayah', 'Swain', 'Aatrox', 'Ekko', 'Nocturne', "Kai'Sa", 'Gragas'
'Camille', 'Ekko', 'Pantheon', 'Vladimir', 'Tahm Kench', 'Kayle', 'Nidalee', 'Garen', 'Yasuo', 'Nautilus'
'Rengar', 'Elise', 'Fizz', 'Jinx', 'Tahm Kench', 'Mordekaiser', 'Sejuani', 'Renekton', "Kai'Sa", 'Thresh'
'Camille', 'Lee Sin', 'Kayle', 'Ezreal', 'Tahm Kench', 'Pantheon', 'Gragas', 'Nocturne', "Kai'Sa", 'Janna'
'Kayle', 'Nidalee', 'Qiyana', 'Ashe', 'Rakan', 'Ryze', 'Sylas', 'Twisted Fate', 'Jinx', 'Morgana'
'Fiora', 'Sylas', 'Poppy', "Kai'Sa", 'Leona', 'Irelia', 'Jarvan IV', 'Galio', 'Xayah', 'Tahm Kench'
'Pantheon', 'Sylas', 'Nocturne', 'Xayah', 'Rakan', 'Camille', 'Elise', 'Qiyana', 'Draven', 'Morgana'
'Gangplank', "Rek'Sai", 'LeBlanc', 'Kalista', 'Thresh', 'Riven', 'Sylas', 'Galio', 'Ezreal', 'Yuumi'
'Kennen', "Kha'Zix", 'Sylas', 'Lucian', 'Thresh', 'Singed', 'Gragas', 'Camille', 'Yasuo', 'Rakan'
'Elise', 'Gragas', 'Morgana', 'Lee Sin', 'Shaco', 'Karthus', 'Yasuo', 'Twitch', 'Amumu', 'Zac'
'Garen', 'Lee Sin', "Vel'Koz", 'Ezreal', 'Swain', 'Jax', 'Elise', 'Qiyana', 'Lucian', 'Thresh'
'Garen', 'Xin Zhao', 'Fizz', 'Miss Fortune', 'Blitzcrank', 'Quinn', 'Karthus', 'Talon', 'Xayah', 'Swain'
'Rengar', 'Ekko', 'Sylas', "Kai'Sa", 'Rakan', 'Kayle', 'Lee Sin', 'Ryze', 'Ezreal', 'Swain'
'Rengar', 'Nidalee', 'Ryze', 'Xayah', 'Thresh', 'Jayce', 'Ekko', 'Galio', "Kai'Sa", 'Swain'
'Vladimir', 'Karthus', 'LeBlanc', 'Lucian', 'Thresh', 'Aatrox', "Rek'Sai", 'Zoe', 'Miss Fortune', 'Swain'
'Rengar', 'Taliyah', 'Akali', 'Jhin', 'Pyke', 'Vladimir', 'Lee Sin', 'Kayle', 'Yasuo', 'Swain'
'Rumble', 'Elise', 'Talon', "Kai'Sa", 'Nautilus', 'Jayce', 'Ekko', 'Pantheon', 'Sivir', 'Swain'
'Fiora', 'Jarvan IV', 'Twisted Fate', 'Jinx', 'Karma', 'Kayle', 'Graves', 'Lissandra', 'Lucian', 'Swain'
'Jayce', 'Elise', 'Rumble', 'Ashe', 'Tahm Kench', 'Irelia', 'Olaf', 'Galio', 'Jinx', 'Thresh'
'Akali', 'Elise', 'Irelia', 'Lucian', 'Blitzcrank', 'Sylas', 'Lee Sin', 'Orianna', 'Jinx', 'Thresh'
'Lucian', 'Karthus', 'Orianna', 'Xayah', 'Blitzcrank', 'Ryze', 'Ekko', 'Qiyana', 'Sivir', 'Thresh'
'Kayle', 'Lee Sin', 'Xerath', 'Ashe', 'Lulu', 'Poppy', "Kha'Zix", 'Anivia', 'Jinx', 'Thresh'
'Sylas', "Rek'Sai", 'Annie', 'Jinx', 'Thresh', 'Renekton', 'Ekko', 'Twisted Fate', 'Ezreal', 'Tahm Kench'
'Garen', 'Lee Sin', 'Twisted Fate', 'Xayah', 'Rakan', 'Singed', "Kha'Zix", 'Kassadin', 'Caitlyn', 'Pyke'
'Irelia', 'Taliyah', 'Galio', 'Jinx', 'Thresh', 'Renekton', 'Gragas', 'Fizz', 'Ezreal', 'Pyke'
'Akali', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Tahm Kench', 'Karma', "Kha'Zix", 'Ezreal', "Kai'Sa", 'Gragas'
'Renekton', 'Kindred', 'Diana', "Kai'Sa", 'Thresh', 'Kayle', 'Ekko', 'Qiyana', 'Sivir', 'Nautilus'
'Garen', 'Ekko', 'Diana', "Kai'Sa", 'Blitzcrank', 'Aatrox', 'Lee Sin', 'LeBlanc', 'Xayah', 'Rakan'
'Karma', 'Xin Zhao', 'Zoe', "Kai'Sa", 'Leona', 'Vladimir', 'Gragas', 'Yasuo', 'Xayah', 'Rakan'
'Kayle', 'Lee Sin', 'Ezreal', 'Jinx', 'Tahm Kench', 'Vladimir', "Rek'Sai", 'Akali', "Kai'Sa", 'Rakan'
'Kayle', 'Hecarim', 'Akali', 'Lucian', 'Bard', 'Vladimir', 'Karthus', 'Jayce', 'Tristana', 'Pyke'
'Lucian', 'Gragas', 'Syndra', 'Jinx', 'Thresh', 'Renekton', 'Taliyah', 'Sylas', 'Caitlyn', 'Tahm Kench'
'Vladimir', 'Elise', 'Renekton', 'Xayah', 'Thresh', 'Kayle', 'Lee Sin', "Kai'Sa", 'Quinn', 'Morgana'
'Pantheon', 'Lee Sin', 'Akali', 'Ezreal', 'Soraka', 'Shen', 'Ekko', 'Azir', 'Xayah', 'Yuumi'
'Akali', 'Nidalee', 'Zed', 'Xayah', 'Rakan', 'Gangplank', 'Gragas', 'Pantheon', 'Viktor', 'Yuumi'
'Shen', 'Nidalee', 'Pantheon', 'Miss Fortune', 'Alistar', 'Mordekaiser', 'Olaf', 'Syndra', 'Ashe', 'Nautilus'
'Garen', 'Nidalee', 'Jayce', "Kai'Sa", 'Pyke', 'Lucian', 'Graves', 'Twisted Fate', 'Draven', 'Thresh'
'Jayce', "Kha'Zix", 'Pantheon', 'Xayah', 'Thresh', 'Kayle', 'Ekko', 'Garen', "Kai'Sa", 'Pyke'
'Irelia', 'Lee Sin', 'Twisted Fate', 'Xayah', 'Thresh', 'Akali', 'Nocturne', 'Jayce', 'Jinx', 'Morgana'
'Vladimir', 'Nidalee', 'Jayce', 'Xayah', 'Janna', 'Akali', 'Olaf', 'Zoe', 'Caitlyn', 'Morgana'
'Aatrox', 'Ekko', 'Diana', "Kai'Sa", 'Thresh', 'Akali', 'Lee Sin', 'Zoe', 'Varus', 'Tahm Kench'
'Yasuo', 'Kayn', 'Diana', "Kai'Sa", 'Alistar', 'Gangplank', 'Ekko', 'Akali', 'Draven', 'Thresh'
'Akali', 'Karthus', 'LeBlanc', 'Ezreal', 'Leona', 'Fiora', 'Nidalee', 'Diana', 'Lucian', 'Bard'
'Jayce', 'Ekko', 'Tristana', 'Jinx', 'Thresh', 'Quinn', 'Karthus', 'Qiyana', "Kai'Sa", 'Nautilus'
'Darius', 'Ekko', 'Yasuo', 'Vayne', 'Tahm Kench', 'Renekton', 'Graves', 'Camille', "Kai'Sa", 'Thresh'
'Tristana', 'Gragas', 'Aatrox', 'Jinx', 'Thresh', 'Camille', 'Graves', 'Lucian', 'Ezreal', 'Leona'
'Camille', 'Elise', 'Renekton', "Kai'Sa", 'Nautilus', 'Karma', 'Graves', 'Qiyana', 'Jinx', 'Thresh'
'Tristana', 'Kindred', 'Ekko', 'Lucian', 'Yuumi', 'Viktor', "Rek'Sai", 'LeBlanc', 'Jinx', 'Thresh'
'Rengar', 'Zac', 'Zoe', 'Ezreal', 'Tahm Kench', 'Vladimir', 'Camille', 'Galio', 'Ashe', 'Thresh'
'Tristana', "Rek'Sai", 'LeBlanc', 'Ezreal', 'Thresh', 'Kayle', 'Elise', 'Zed', 'Varus', 'Braum'
'Ryze', 'Nidalee', 'Aatrox', 'Jinx', 'Thresh', 'Vayne', 'Lee Sin', 'Rumble', "Kai'Sa", 'Alistar'
'Ryze', 'Lee Sin', 'Aatrox', 'Jinx', 'Thresh', 'Shen', 'Ekko', 'Tristana', "Kai'Sa", 'Nautilus'
'Renekton', 'Elise', 'Ryze', 'Ashe', 'Thresh', 'Akali', 'Ekko', 'Qiyana', 'Lucian', 'Nautilus'
'Fiora', 'Jarvan IV', 'Aurelion Sol', "Kai'Sa", 'Lux', 'Kled', 'Nidalee', 'Twisted Fate', 'Jinx', 'Karma'
'Cassiopeia', 'Braum', 'Shaco', 'Ziggs', "Kha'Zix", 'Pantheon', 'Ekko', 'Taric', 'Karthus', 'Rengar'
'Zoe', 'Riven', 'Sylas', "Kai'Sa", 'Taric', 'Heimerdinger', 'Soraka', 'Maokai', 'Kayn', 'Azir'
'Caitlyn', 'Xin Zhao', 'Miss Fortune', 'Braum', 'Sona', 'Brand', 'Amumu', 'Ahri', 'Vayne', 'Veigar'
'Singed', 'Lucian', 'Karma', 'Nidalee', 'Caitlyn', 'Fiddlesticks', 'LeBlanc', 'Sylas', 'Graves', 'Ivern'
'Pantheon', 'Xerath', 'Nunu & Willump', 'Yuumi', 'Xayah', 'LeBlanc', 'Jinx', 'Singed', 'Volibear', 'Karma'
'Karma', 'Hecarim', 'Diana', 'Lucian', 'Jax', 'Camille', 'Urgot', 'Irelia', 'Orianna', 'Zoe'
'Gnar', 'Ashe', 'Soraka', 'Nautilus', 'Fiddlesticks', 'Neeko', 'Zed', 'Ivern', 'Teemo', 'Janna'
'Vladimir', 'Jarvan IV', 'Varus', 'Katarina', 'Quinn', 'Pyke', 'Taliyah', 'Neeko', 'Fiddlesticks', 'Soraka'
'Corki', 'Karma', 'Tryndamere', 'Aatrox', 'Shyvana', 'Hecarim', 'Ekko', 'Zilean', 'Nautilus', 'Taliyah'
'Rakan', 'Sejuani', 'Xayah', 'Corki', 'Ahri', 'Galio', 'Sylas', 'Renekton', 'Talon', 'Morgana'
'Ornn', 'Lee Sin', 'Akali', 'Caitlyn', 'Thresh', 'Vladimir', 'Graves', 'Fizz', 'Xayah', 'Bard'
'Gangplank', 'Elise', 'Irelia', 'Caitlyn', 'Lux', 'Jax', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Volibear'
'Ryze', 'Kayn', 'Lucian', 'Miss Fortune', 'Yuumi', 'Irelia', 'Karthus', 'Kayle', 'Ashe', 'Lux'
'Fiora', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Kayle', 'Garen', 'Ekko', 'Irelia', 'Ezreal', 'Karma'
'Vladimir', 'Ekko', 'Ezreal', 'Lucian', 'Pyke', 'Olaf', 'Nidalee', 'Yasuo', 'Taliyah', 'Thresh'
'Kayle', 'Karthus', 'Qiyana', 'Kalista', 'Nautilus', 'Jayce', 'Kindred', 'Ornn', "Kai'Sa", 'Brand'
'Jayce', 'Elise', 'Renekton', 'Xayah', 'Janna', 'Quinn', 'Ekko', 'Talon', 'Yasuo', 'Blitzcrank'
'Jayce', 'Elise', 'Qiyana', "Kai'Sa", 'Nautilus', 'Ekko', 'Olaf', 'Akali', 'Lucian', 'Gragas'
'Kayle', 'Nunu & Willump', 'LeBlanc', 'Xayah', 'Rakan', 'Kled', 'Graves', 'Akali', 'Miss Fortune', 'Thresh'
'Rengar', 'Taliyah', 'Akali', 'Jhin', 'Pyke', 'Vladimir', 'Lee Sin', 'Kayle', 'Yasuo', 'Swain'
'Garen', 'Nunu & Willump', 'Fiddlesticks', "Kai'Sa", 'Nautilus', 'Renekton', 'Pyke', 'Karma', 'Ezreal', 'Galio'
'Irelia', 'Poppy', 'Zoe', 'Varus', 'Blitzcrank', 'Shen', 'Nidalee', 'Malzahar', 'Miss Fortune', 'Fiddlesticks'
'Vladimir', 'Taliyah', 'Pantheon', 'Xayah', 'Rakan', 'Ryze', 'Nidalee', 'Malzahar', "Kai'Sa", 'Nautilus'
'Jayce', 'Elise', 'Galio', 'Yasuo', 'Swain', 'Shen', 'Ekko', 'Pantheon', 'Ezreal', 'Pyke'
'Camille', 'Jarvan IV', 'Galio', 'Xayah', 'Rakan', 'Shen', 'Taliyah', 'Qiyana', "Kai'Sa", 'Nami'
'Vladimir', "Rek'Sai", 'Galio', 'Xayah', 'Rakan', 'Mordekaiser', 'Kindred', 'Ryze', "Kai'Sa", 'Leona'
'Jayce', 'Taliyah', 'Galio', "Kai'Sa", 'Nautilus', 'Sylas', 'Nidalee', 'Qiyana', 'Ezreal', 'Tahm Kench'
'Renekton', "Kha'Zix", 'Taliyah', "Kai'Sa", 'Alistar', 'Fiora', 'Lee Sin', 'Galio', 'Draven', 'Nautilus'
'Ekko', 'Lee Sin', 'Lulu', "Kai'Sa", 'Nautilus', 'Camille', 'Qiyana', 'Galio', 'Ezreal', 'Karma'
'Camille', 'Dr. Mundo', 'Morgana', 'Ezreal', 'Karma', 'Gragas', "Rek'Sai", 'Yasuo', "Kai'Sa", 'Nautilus'
'Kayle', 'Gragas', 'Yasuo', 'Miss Fortune', 'Pyke', 'Viktor', "Kha'Zix", 'Garen', "Kai'Sa", 'Morgana'
'Lucian', 'Qiyana', 'Zoe', "Kai'Sa", 'Galio', 'Kayle', 'Gragas', 'Yasuo', 'Miss Fortune', 'Braum'
'Mordekaiser', 'Nidalee', 'Lucian', "Kai'Sa", 'Nautilus', 'Camille', 'Olaf', 'Morgana', 'Caitlyn', 'Tahm Kench'
'Tristana', 'Ekko', 'Qiyana', 'Caitlyn', 'Morgana', 'Gangplank', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Karma'
'Gangplank', 'Jarvan IV', 'Twisted Fate', 'Lucian', 'Braum', 'Garen', 'Ekko', 'Akali', 'Caitlyn', 'Nautilus'
'Yasuo', 'Nidalee', 'Camille', 'Ashe', 'Thresh', 'Jayce', 'Ekko', 'Mordekaiser', 'Varus', 'Tahm Kench'
'Garen', "Rek'Sai", 'Zoe', 'Ashe', 'Tahm Kench', 'Quinn', 'Ekko', 'Diana', 'Ezreal', 'Karma'
'Qiyana', 'Ekko', 'Lissandra', 'Ashe', 'Pyke', 'Pantheon', 'Nidalee', 'Kayle', 'Caitlyn', 'Morgana'
'Rengar', "Rek'Sai", 'Ryze', "Kai'Sa", 'Nautilus', 'Kennen', 'Ekko', 'Irelia', 'Xayah', 'Leona'
'Quinn', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Volibear', 'Kayle', 'Ekko', 'Qiyana', 'Ashe', 'Nautilus'
'Karma', 'Karthus', 'Pantheon', "Kai'Sa", 'Nautilus', 'Yasuo', 'Gragas', 'LeBlanc', 'Ezreal', 'Thresh'
