hero_win1, hero_win2, hero_win3, hero_win4, hero_win5, hero_lose1, hero_lose2, hero_lose3, hero_lose4, hero_lose5
'Renekton', 'Nidalee', 'Talon', 'Caitlyn', 'Miss Fortune', 'Jayce', 'Lee Sin', 'LeBlanc', 'Kayle', 'Yuumi'
'Pantheon', 'Ekko', 'Renekton', 'Sivir', 'Yuumi', 'Kennen', 'Lee Sin', 'Ahri', 'Xayah', 'Rakan'
'Akali', "Rek'Sai", 'Twisted Fate', 'Lucian', 'Nautilus', 'Jayce', 'Lee Sin', 'Ryze', "Kai'Sa", 'Morgana'
'Vladimir', 'Elise', 'Lucian', 'Vayne', 'Tahm Kench', 'Rumble', 'Lee Sin', 'Jayce', 'Ashe', 'Thresh'
'Kayle', 'Elise', 'LeBlanc', 'Lucian', 'Leona', 'Viktor', 'Lee Sin', 'Taliyah', 'Xayah', 'Rakan'
'Jax', 'Karthus', 'Karma', 'Miss Fortune', 'Alistar', 'Camille', 'Ekko', 'Taliyah', 'Tristana', 'Gragas'
'Lucian', 'Nidalee', 'Kayle', 'Caitlyn', 'Lux', 'Jayce', 'Karthus', 'LeBlanc', 'Varus', 'Morgana'
'Camille', 'Elise', 'Akali', 'Varus', 'Zyra', 'Lulu', 'Lee Sin', 'Vladimir', 'Lucian', 'Thresh'
'Lucian', 'Olaf', 'Vladimir', 'Draven', 'Thresh', 'Ryze', 'Elise', 'Galio', 'Jinx', 'Tahm Kench'
'Darius', 'Olaf', 'Ekko', 'Jinx', 'Thresh', 'Aatrox', 'Taliyah', 'Mordekaiser', 'Ezreal', "Vel'Koz"
'Jayce', 'Elise', 'Vayne', "Kai'Sa", 'Volibear', 'Akali', 'Nidalee', 'Ezreal', 'Jinx', 'Thresh'
'Fiora', 'Nidalee', 'Nocturne', 'Xayah', 'Rakan', 'Kayle', 'Kindred', 'Galio', 'Lucian', 'Leona'
'Kayle', 'Nidalee', 'Twisted Fate', 'Ezreal', 'Yuumi', 'Sivir', 'Ekko', 'Galio', 'Miss Fortune', 'Leona'
'Sylas', 'Olaf', 'Galio', "Kai'Sa", 'Blitzcrank', 'Lucian', 'Nidalee', 'Akali', 'Vayne', 'Karma'
'Fiora', 'Gragas', 'Twisted Fate', "Kai'Sa", 'Nautilus', 'Irelia', 'Taliyah', 'Zoe', 'Lucian', 'Leona'
'Lucian', 'Nidalee', 'LeBlanc', 'Ezreal', 'Tahm Kench', 'Vladimir', 'Elise', 'Gangplank', "Kai'Sa", 'Gragas'
'Quinn', 'Karthus', 'Ahri', "Kai'Sa", 'Volibear', 'Camille', 'Taliyah', 'Qiyana', 'Xayah', 'Pyke'
'Malphite', 'Nidalee', 'Twisted Fate', 'Ezreal', 'Yuumi', 'Camille', 'Gragas', 'Orianna', 'Caitlyn', 'Morgana'
'Gangplank', 'Olaf', 'Rumble', "Kai'Sa", 'Alistar', 'Renekton', 'Taliyah', 'Pantheon', 'Vayne', 'Thresh'
'Karma', 'Lee Sin', 'Malphite', 'Ezreal', 'Yuumi', 'Gangplank', 'Ekko', 'Qiyana', 'Xayah', 'Rakan'
'Akali', 'Kindred', 'Galio', 'Jinx', 'Tahm Kench', 'Kled', 'Karthus', 'Jayce', 'Varus', 'Thresh'
'Vladimir', "Rek'Sai", 'Irelia', 'Xayah', 'Karma', 'Pantheon', 'Nidalee', 'Twisted Fate', 'Lucian', 'Morgana'
'Jayce', 'Elise', 'Renekton', 'Xayah', 'Janna', 'Quinn', 'Ekko', 'Talon', 'Yasuo', 'Blitzcrank'
'Amumu', 'Akali', 'Graves', 'Yasuo', 'Illaoi', 'Lee Sin', 'Zed', 'LeBlanc', 'Urgot', 'Jhin'
'Irelia', 'Elise', 'Akali', 'Vayne', 'Tahm Kench', 'Karma', "Rek'Sai", 'Ryze', 'Caitlyn', 'Morgana'
'Ezreal', 'Kayn', 'LeBlanc', "Kai'Sa", 'Thresh', 'Karma', 'Taliyah', 'Jayce', 'Lucian', 'Yuumi'
'Fiddlesticks', 'Tristana', 'Nunu & Willump', 'Yuumi', 'Vayne', 'Malphite', 'Draven', 'Rammus', 'Galio', 'Zed'
'Camille', 'Olaf', 'Zoe', 'Jinx', 'Tahm Kench', 'Lucian', 'Gragas', 'Yasuo', 'Irelia', 'Blitzcrank'
'Pantheon', 'Gragas', 'Kennen', 'Jinx', 'Tahm Kench', 'Camille', 'Ekko', 'Syndra', "Kai'Sa", 'Alistar'
'Teemo', 'Neeko', 'Tryndamere', 'Kled', 'Pyke', "Cho'Gath", 'Nasus', 'Ekko', 'Alistar', 'Volibear'
'Karma', 'Lee Sin', 'Ekko', "Kai'Sa", 'Nautilus', 'Ryze', 'Gragas', 'Qiyana', 'Miss Fortune', 'Shen'
'Renekton', 'Nunu & Willump', 'Yasuo', 'Lucian', 'Pyke', 'Twisted Fate', 'Lee Sin', 'Camille', 'Ezreal', 'Morgana'
'Jayce', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Rakan', 'Vladimir', 'Taliyah', 'Tristana', 'Lucian', 'Pyke'
'Pantheon', 'Nidalee', 'Irelia', 'Jinx', 'Morgana', 'Gangplank', "Rek'Sai", 'Kayle', "Kai'Sa", 'Nautilus'
'Poppy', 'Lee Sin', 'Zoe', 'Draven', 'Morgana', 'Pantheon', 'Nidalee', 'Qiyana', "Kai'Sa", 'Nautilus'
'Karma', 'Lee Sin', 'Lucian', 'Jinx', 'Tahm Kench', 'Galio', 'Karthus', 'Jax', "Kai'Sa", 'Leona'
'Jarvan IV', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Blitzcrank', 'Jayce', 'Ekko', 'Lucian', 'Kalista', 'Thresh'
'Vladimir', 'Lee Sin', 'Galio', 'Irelia', 'Tahm Kench', 'Akali', 'Olaf', 'Taliyah', 'Ezreal', 'Janna'
'Garen', "Rek'Sai", 'Viktor', 'Draven', 'Thresh', 'Kayle', 'Gragas', 'Lucian', 'Ezreal', 'Braum'
'Tristana', 'Lee Sin', 'Galio', 'Yasuo', 'Gragas', 'Lucian', 'Olaf', 'Cassiopeia', 'Ezreal', 'Tahm Kench'
'Jax', 'Olaf', 'Orianna', 'Ezreal', 'Tahm Kench', 'Singed', 'Lee Sin', 'Kayle', 'Tristana', 'Leona'
'Karma', 'Lee Sin', 'LeBlanc', 'Lucian', 'Bard', 'Renekton', 'Xin Zhao', 'Taliyah', 'Vayne', 'Pyke'
'Jayce', 'Karthus', 'Kayle', 'Kalista', 'Blitzcrank', 'Irelia', 'Taliyah', 'Lucian', 'Miss Fortune', 'Thresh'
'Lucian', 'Gragas', 'Galio', 'Ezreal', 'Karma', 'Akali', 'Olaf', 'Jayce', 'Vayne', 'Lux'
'Camille', 'Olaf', 'Zoe', 'Jinx', 'Tahm Kench', 'Lucian', 'Gragas', 'Yasuo', 'Irelia', 'Blitzcrank'
'Irelia', 'Karthus', 'Jayce', "Kai'Sa", 'Thresh', 'Renekton', 'Gragas', 'Lucian', 'Jinx', 'Tahm Kench'
'Syndra', 'Qiyana', 'Fiora', 'Ezreal', 'Tahm Kench', 'Camille', 'Elise', 'Xerath', 'Renekton', 'Thresh'
'Gangplank', 'Gragas', 'Qiyana', 'Miss Fortune', 'Galio', 'Jax', 'Ekko', 'Zoe', 'Xayah', 'Rakan'
'Renekton', 'Elise', 'Ekko', 'Ezreal', 'Ornn', 'Irelia', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Pyke'
'Vladimir', 'Olaf', 'Kayle', 'Lucian', 'Jarvan IV', 'Irelia', "Rek'Sai", 'Akali', "Kai'Sa", 'Morgana'
'Lucian', 'Elise', 'Camille', "Kai'Sa", 'Galio', 'Jax', 'Ekko', 'Talon', 'Xayah', 'Lux'
'Irelia', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Pyke', 'Vladimir', 'Olaf', 'Akali', "Kai'Sa", 'Volibear'
'Vladimir', 'Elise', 'Qiyana', 'Lucian', 'Rakan', 'Gnar', 'Nidalee', 'Twisted Fate', "Kai'Sa", 'Karma'
'Karma', 'Olaf', 'Sylas', 'Miss Fortune', 'Bard', 'Shen', 'Lee Sin', 'Galio', 'Ashe', 'Jarvan IV'
'Karma', 'Aatrox', 'Ekko', 'Xayah', 'Pyke', 'Neeko', 'Elise', 'Tristana', 'Lucian', 'Ornn'
'Lucian', 'Taliyah', 'Akali', 'Sivir', 'Shen', 'Renekton', 'Gragas', 'Yasuo', 'Vayne', 'Galio'
'Jayce', 'Ekko', 'Galio', 'Miss Fortune', 'Thresh', 'Irelia', "Rek'Sai", 'LeBlanc', "Kai'Sa", 'Jarvan IV'
'Jayce', 'Karthus', 'Kayle', 'Kalista', 'Blitzcrank', 'Irelia', 'Taliyah', 'Lucian', 'Miss Fortune', 'Thresh'
'Yasuo', 'Kayn', 'Zed', 'Ashe', 'Leona', 'Skarner', 'Lee Sin', 'Syndra', 'Lucian', 'Lulu'
'Akali', 'Karthus', 'Jayce', 'Ashe', 'Thresh', 'Lucian', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Karma'
'Kayle', 'Nidalee', 'Talon', 'Yasuo', 'Gragas', 'Lucian', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Alistar'
'Syndra', 'Gragas', 'Pantheon', 'Lucian', 'Pyke', 'Karma', 'Kindred', 'Heimerdinger', 'Miss Fortune', 'Thresh'
'Pyke', 'Gragas', 'Ryze', 'Ezreal', 'Bard', 'Vladimir', 'Nidalee', 'Camille', 'Caitlyn', 'Tahm Kench'
'Gangplank', 'Nidalee', 'Akali', 'Miss Fortune', 'Thresh', 'Mordekaiser', 'Nocturne', 'Twisted Fate', 'Ashe', 'Tahm Kench'
'Tristana', 'Lee Sin', 'Galio', 'Yasuo', 'Gragas', 'Lucian', 'Olaf', 'Cassiopeia', 'Ezreal', 'Tahm Kench'
'Gangplank', 'Lee Sin', 'LeBlanc', 'Yasuo', 'Rakan', 'Lucian', 'Gragas', 'Akali', 'Ezreal', 'Tahm Kench'
'Vladimir', 'Evelynn', 'Qiyana', 'Draven', 'Karma', 'Jayce', 'Elise', 'Renekton', 'Ezreal', 'Tahm Kench'
'Vladimir', 'Nidalee', 'Talon', 'Vayne', 'Lux', 'Jax', 'Ekko', 'Camille', "Kai'Sa", 'Blitzcrank'
'Talon', 'Xin Zhao', 'Akali', 'Miss Fortune', 'Blitzcrank', 'Gangplank', "Rek'Sai", 'Aatrox', 'Heimerdinger', 'Thresh'
'Gangplank', 'Jarvan IV', 'Taliyah', "Kai'Sa", 'Soraka', 'Jax', 'Elise', 'Lucian', 'Varus', 'Morgana'
'Zoe', 'Lee Sin', 'Jayce', 'Jinx', 'Tahm Kench', 'Lucian', 'Karthus', 'Twisted Fate', 'Ezreal', 'Jarvan IV'
'Lucian', 'Taliyah', 'Akali', 'Sivir', 'Shen', 'Renekton', 'Gragas', 'Yasuo', 'Vayne', 'Galio'
'Jayce', 'Olaf', 'LeBlanc', "Kai'Sa", 'Volibear', 'Pantheon', 'Taliyah', 'Galio', 'Yasuo', 'Gragas'
'Volibear', 'Olaf', 'LeBlanc', "Kai'Sa", 'Galio', 'Renekton', 'Gragas', 'Qiyana', 'Lucian', 'Nautilus'
'Camille', 'Karthus', 'Taliyah', 'Ezreal', 'Tahm Kench', 'Jayce', 'Lee Sin', 'Twisted Fate', "Kai'Sa", 'Volibear'
'Camille', 'Nidalee', 'Singed', 'Jinx', 'Thresh', 'Jax', 'Qiyana', 'LeBlanc', 'Xayah', 'Rakan'
'Akali', 'Nocturne', 'Pantheon', 'Ezreal', 'Tahm Kench', 'Renekton', 'Ekko', 'Jayce', 'Miss Fortune', 'Yuumi'
'Lucian', 'Lee Sin', 'Ryze', 'Ezreal', 'Soraka', 'Renekton', 'Elise', 'Karma', 'Caitlyn', 'Morgana'
'Camille', 'Nidalee', 'Akali', 'Ezreal', 'Galio', 'Aatrox', 'Gragas', 'Talon', 'Vayne', 'Braum'
'Karma', "Rek'Sai", 'Galio', 'Jinx', 'Braum', 'Irelia', 'Kindred', 'Akali', 'Lucian', 'Yuumi'
'Malphite', 'Olaf', 'Twisted Fate', "Kai'Sa", 'Soraka', 'Lucian', 'Taliyah', 'Zed', 'Caitlyn', 'Morgana'
'Lucian', 'Ekko', 'Ryze', "Kai'Sa", 'Thresh', 'Vladimir', "Rek'Sai", 'Kayle', 'Xayah', 'Rakan'
'Irelia', 'Karthus', 'Lucian', 'Syndra', 'Tahm Kench', 'Jayce', 'Taliyah', 'Aurelion Sol', "Kai'Sa", 'Gragas'
'Kennen', 'Karthus', 'Nocturne', 'Xayah', 'Thresh', 'Irelia', 'Xin Zhao', 'Twisted Fate', 'Ezreal', 'Bard'
'Fiora', 'Elise', 'Nocturne', "Kai'Sa", 'Nautilus', 'Aatrox', 'Lee Sin', 'Akali', 'Ezreal', 'Tahm Kench'
'Camille', 'Ekko', 'Irelia', "Kai'Sa", 'Nautilus', 'Akali', "Rek'Sai", 'Lucian', 'Jinx', 'Thresh'
'Karma', 'Aatrox', 'Ekko', 'Xayah', 'Pyke', 'Neeko', 'Elise', 'Tristana', 'Lucian', 'Ornn'
'Karma', 'Karthus', 'Taliyah', 'Lucian', 'Bard', 'Jayce', 'Nidalee', 'Irelia', 'Ezreal', 'Janna'
'Karma', 'Xin Zhao', 'Lissandra', "Kai'Sa", 'Morgana', 'Akali', 'Lee Sin', 'Kassadin', 'Yasuo', 'Lux'
'Jayce', 'Karthus', 'Kled', 'Lucian', 'Leona', 'Aatrox', 'Shyvana', 'Orianna', 'Xayah', 'Rakan'
'Vayne', 'Lee Sin', 'Ryze', 'Ezreal', 'Blitzcrank', 'Lucian', "Rek'Sai", 'Taliyah', 'Varus', 'Tahm Kench'
'Jax', 'Karthus', 'Garen', 'Lucian', 'Leona', 'Akali', 'Olaf', 'Talon', 'Syndra', 'Lux'
'Riven', 'Taliyah', 'Rumble', 'Miss Fortune', 'Bard', 'Fiora', 'Lee Sin', 'Viktor', 'Jinx', 'Thresh'
'Renekton', 'Elise', 'Vayne', 'Lucian', 'Morgana', 'Garen', 'Olaf', 'Galio', 'Miss Fortune', 'Thresh'
'Kayle', 'Lee Sin', 'Aurelion Sol', 'Viktor', 'Tahm Kench', 'Karma', 'Elise', 'Qiyana', 'Jinx', 'Thresh'
'Renekton', 'Ekko', 'Akali', 'Xayah', 'Rakan', 'Malphite', 'Taliyah', 'Aatrox', 'Ezreal', 'Galio'
'Malphite', 'Taliyah', 'LeBlanc', "Kai'Sa", 'Nautilus', 'Kayle', 'Ekko', 'Twisted Fate', 'Vayne', 'Morgana'
'Fiora', 'Xin Zhao', 'Zoe', 'Yasuo', 'Gragas', 'Malphite', "Rek'Sai", 'Sylas', "Kai'Sa", 'Volibear'
'Karma', 'Ekko', 'Lucian', "Kai'Sa", 'Leona', 'Aatrox', 'Nidalee', 'Twisted Fate', 'Miss Fortune', 'Thresh'
'Camille', 'Nidalee', 'Twisted Fate', 'Ezreal', 'Leona', 'Aatrox', 'Ekko', 'Ryze', 'Xayah', 'Tahm Kench'
'Malphite', 'Ekko', 'Twisted Fate', "Kai'Sa", 'Bard', 'Kennen', 'Nocturne', 'LeBlanc', 'Jinx', 'Tahm Kench'
'Camille', 'Nidalee', 'LeBlanc', "Kai'Sa", 'Bard', 'Jax', 'Olaf', 'Kassadin', 'Ezreal', 'Tahm Kench'
'Camille', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Karma', 'Malphite', 'Olaf', 'Akali', 'Jinx', 'Thresh'
'Tristana', 'Lee Sin', 'LeBlanc', 'Xayah', 'Morgana', 'Vladimir', 'Taliyah', 'Pantheon', 'Lucian', 'Karma'
'Jax', "Rek'Sai", 'Anivia', 'Jinx', 'Thresh', 'Kayle', 'Olaf', 'Karma', "Kai'Sa", 'Pyke'
'Camille', 'Karthus', 'Twisted Fate', "Kai'Sa", 'Leona', 'Quinn', 'Lee Sin', 'Fizz', 'Miss Fortune', 'Thresh'
'Kayle', 'Nidalee', 'Galio', 'Jinx', 'Thresh', 'Yasuo', 'Gragas', 'Viktor', 'Ezreal', 'Leona'
'Kayle', 'Nidalee', 'Irelia', "Kai'Sa", 'Nautilus', 'Fiora', 'Lee Sin', 'Galio', 'Jinx', 'Thresh'
'Jax', 'Ekko', 'Taliyah', 'Miss Fortune', 'Alistar', 'Kayle', 'Lee Sin', 'Ryze', 'Jinx', 'Tahm Kench'
'Renekton', 'Nidalee', 'Irelia', 'Ezreal', 'Gragas', 'Poppy', 'Lee Sin', 'Malzahar', "Kai'Sa", 'Leona'
'Irelia', 'Gragas', 'Yasuo', 'Caitlyn', 'Morgana', 'Camille', 'Ekko', 'Kayle', 'Xayah', 'Pyke'
'Kayle', 'Shyvana', 'Ornn', "Kai'Sa", 'Volibear', 'Garen', 'Nidalee', 'Jayce', 'Heimerdinger', 'Fiddlesticks'
'Gnar', 'Aatrox', 'Taliyah', 'Ezreal', 'Janna', 'Jayce', 'Ekko', 'Kayle', 'Caitlyn', 'Morgana'
'Gangplank', 'Ekko', 'Vladimir', 'Miss Fortune', 'Janna', 'Shen', 'Nidalee', 'Pantheon', 'Ezreal', 'Karma'
'Jax', 'Taliyah', 'Qiyana', 'Draven', 'Janna', 'Renekton', 'Nidalee', 'Kennen', 'Xayah', 'Blitzcrank'
'Irelia', 'Lee Sin', 'Akali', 'Ezreal', 'Leona', 'Riven', 'Olaf', 'Ryze', 'Xayah', 'Rakan'
'Yasuo', 'Gragas', 'Akali', 'Lucian', 'Thresh', 'Renekton', 'Taliyah', 'Kayle', "Kai'Sa", 'Nautilus'
'Camille', 'Ekko', 'Qiyana', 'Sion', 'Leona', 'Fiora', "Kha'Zix", 'Akali', "Kai'Sa", 'Pyke'
'Fiora', 'Elise', 'Jayce', 'Syndra', 'Thresh', 'Corki', 'Taliyah', 'Qiyana', 'Jinx', 'Braum'
'Camille', "Rek'Sai", 'Zoe', 'Ezreal', 'Yuumi', 'Jayce', 'Taliyah', 'Twisted Fate', 'Vayne', 'Janna'
'Tristana', 'Ekko', 'Irelia', "Kai'Sa", 'Bard', 'Ryze', 'Olaf', 'Zed', 'Caitlyn', 'Lux'
'Kennen', "Rek'Sai", 'Irelia', "Kai'Sa", 'Volibear', 'Poppy', 'Ekko', 'Jayce', 'Xayah', 'Thresh'
'Trundle', 'Elise', 'Neeko', 'Ashe', 'Blitzcrank', 'Akali', 'Garen', 'Kayle', 'Ashe', 'Pyke'
'Vayne', 'Kayn', 'Akali', 'Ashe', 'Nautilus', 'Vayne', 'Nidalee', 'Twisted Fate', 'Lucian', 'Janna'
'Dr. Mundo', 'Yasuo', 'Brand', 'Ashe', 'Lulu', 'Kayle', 'Graves', 'Garen', 'Syndra', 'Lux'
'Volibear', "Rek'Sai", 'Zoe', 'Jinx', 'Thresh', 'Camille', 'Nidalee', 'Qiyana', "Kai'Sa", 'Galio'
'Kayle', 'Lee Sin', 'Taliyah', 'Yasuo', 'Gragas', 'Sylas', 'Ekko', 'Qiyana', 'Draven', 'Leona'
'Kayle', 'Karthus', 'Irelia', 'Ashe', 'Pyke', 'Corki', 'Lee Sin', 'Jax', 'Jinx', 'Thresh'
'Renekton', 'Elise', 'Ekko', 'Ezreal', 'Ornn', 'Irelia', 'Lee Sin', 'Vladimir', "Kai'Sa", 'Pyke'
'Poppy', 'Nocturne', 'Twisted Fate', 'Jinx', 'Tahm Kench', 'Tristana', 'Elise', 'Lucian', "Kai'Sa", 'Nautilus'
'Camille', 'Ekko', 'Orianna', 'Xayah', 'Pyke', 'Tristana', 'Lee Sin', 'Irelia', 'Varus', 'Tahm Kench'
'Kennen', 'Karthus', 'Lucian', 'Xayah', 'Rakan', 'Akali', 'Lee Sin', 'Pantheon', 'Jinx', 'Nautilus'
'Kled', 'Gragas', 'Ezreal', 'Twisted Fate', 'Thresh', 'Fiora', 'Ekko', 'Tristana', 'Xayah', 'Morgana'
'Jayce', 'Gragas', 'Tristana', 'Syndra', 'Tahm Kench', 'Kennen', 'Ekko', 'Twisted Fate', 'Xayah', 'Thresh'
'Darius', 'Gragas', 'Orianna', 'Caitlyn', 'Lux', 'Gangplank', 'Olaf', 'Karma', "Kai'Sa", 'Volibear'
'Pantheon', 'Nidalee', 'Ezreal', 'Jax', 'Tahm Kench', 'Mordekaiser', 'Kindred', 'Twisted Fate', 'Caitlyn', 'Morgana'
'Lucian', 'Lee Sin', 'Orianna', "Kai'Sa", 'Nautilus', 'Ornn', 'Karthus', 'Camille', 'Xayah', 'Rakan'
'Poppy', 'Elise', 'Jayce', 'Xayah', 'Pyke', 'Aatrox', 'Lee Sin', 'LeBlanc', 'Lucian', 'Morgana'
'Pantheon', 'Olaf', 'LeBlanc', 'Ezreal', 'Thresh', 'Gangplank', 'Lee Sin', 'Qiyana', 'Swain', 'Fiddlesticks'
'Lucian', 'Ekko', 'Galio', 'Ezreal', 'Karma', 'Camille', 'Nidalee', 'Tristana', 'Jinx', 'Tahm Kench'
'Zilean', 'Ekko', 'Xayah', 'Varus', 'Twitch', 'Jhin', 'Gangplank', 'Nautilus', 'Braum', 'Veigar'
'Nami', 'Jarvan IV', 'Shyvana', 'Neeko', 'Lulu', 'Malzahar', 'Jinx', 'Morgana', 'Qiyana', 'Garen'
'Rumble', 'Sivir', 'Jayce', 'Thresh', 'Cassiopeia', 'Illaoi', 'Warwick', 'Xerath', 'Karthus', 'LeBlanc'
'Varus', 'Zilean', 'Sylas', 'Blitzcrank', 'Lucian', 'Teemo', 'Jinx', 'Vladimir', 'Jarvan IV', 'Quinn'
'Miss Fortune', 'Ezreal', "Kha'Zix", 'Malphite', 'Shaco', 'Swain', 'Leona', 'Caitlyn', 'Malzahar', 'Morgana'
'Karma', 'Tryndamere', 'Fiddlesticks', 'Nidalee', 'Gnar', 'Kalista', 'Talon', 'Quinn', 'Kassadin', 'Vi'
'Jayce', 'Olaf', 'LeBlanc', "Kai'Sa", 'Volibear', 'Pantheon', 'Taliyah', 'Galio', 'Yasuo', 'Gragas'
'Kayle', 'Fizz', 'Garen', 'Jinx', 'Tahm Kench', 'Sylas', 'Qiyana', 'Akali', 'Sivir', 'Thresh'
'Pantheon', "Rek'Sai", 'Kayle', "Kai'Sa", 'Rakan', 'Olaf', "Kha'Zix", 'Taliyah', 'Lucian', 'Yuumi'
'Pantheon', "Rek'Sai", 'Azir', 'Jinx', 'Thresh', 'Garen', 'Kindred', 'Zoe', "Kai'Sa", 'Morgana'
'Jayce', 'Karthus', 'Kled', 'Lucian', 'Leona', 'Aatrox', 'Shyvana', 'Orianna', 'Xayah', 'Rakan'
'Vladimir', 'Ekko', 'Renekton', 'Ezreal', 'Pyke', 'Jayce', 'Nidalee', 'Taliyah', "Kai'Sa", 'Leona'
'Jayce', 'Kayn', 'LeBlanc', 'Ezreal', 'Tahm Kench', 'Malphite', 'Karthus', 'Lucian', 'Xayah', 'Rakan'
'Lucian', 'Elise', 'Camille', "Kai'Sa", 'Galio', 'Jax', 'Ekko', 'Talon', 'Xayah', 'Lux'
'Tristana', 'Elise', 'Jayce', 'Miss Fortune', 'Nautilus', 'Aatrox', 'Lee Sin', 'Akali', 'Garen', 'Yuumi'
'Renekton', 'Elise', 'Vayne', 'Lucian', 'Morgana', 'Garen', 'Olaf', 'Galio', 'Miss Fortune', 'Thresh'
'Rumble', 'Nidalee', 'Ezreal', 'Xayah', 'Leona', 'Kled', 'Graves', 'Aurelion Sol', "Kai'Sa", 'Pyke'
'Kayle', 'Olaf', 'Zoe', 'Jinx', 'Thresh', 'Irelia', 'Gragas', 'Yasuo', 'Ezreal', 'Tahm Kench'
'Volibear', 'Taliyah', 'Garen', 'Ezreal', 'Tahm Kench', 'Camille', 'Ekko', 'Qiyana', 'Xayah', 'Pyke'
'Renekton', 'Taliyah', 'Lucian', "Kai'Sa", 'Karma', 'Rengar', 'Karthus', 'Graves', 'Vayne', 'Lulu'
'Lucian', 'Nidalee', 'Camille', 'Miss Fortune', 'Taliyah', 'Akali', 'Graves', 'Fizz', 'Draven', 'Thresh'
'Lucian', 'Nidalee', 'Kayle', 'Caitlyn', 'Lux', 'Jayce', 'Karthus', 'LeBlanc', 'Varus', 'Morgana'
'Varus', 'Tristana', 'Nasus', 'Sylas', 'LeBlanc', 'Pantheon', 'Jhin', 'Katarina', 'Zed', 'Miss Fortune'
'Orianna', 'Ekko', 'Fiora', 'Caitlyn', 'Morgana', 'Camille', 'Gragas', 'Ryze', 'Ashe', 'Karma'
'Illaoi', 'Jarvan IV', 'Twitch', 'Veigar', 'Sona', 'Katarina', 'Nidalee', 'Ezreal', 'Zoe', 'Akali'
'Annie', 'Aatrox', 'Kalista', 'Evelynn', 'Ashe', 'Kayle', 'Tristana', 'Nami', 'Zoe', 'Neeko'
'Twisted Fate', 'Garen', 'Taliyah', 'Ryze', 'Zoe', 'Evelynn', 'Tristana', 'Xerath', 'Sivir', 'Rakan'
'Swain', 'Pyke', 'Kassadin', 'Quinn', 'Rengar', 'Nidalee', 'Heimerdinger', 'Mordekaiser', 'Caitlyn', 'Syndra'
'Graves', 'Malphite', 'Rakan', "Kog'Maw", 'Garen', 'Nidalee', 'Pyke', 'Amumu', 'Ivern', 'LeBlanc'
'Karma', 'Swain', 'Ryze', 'Kayle', 'Akali', 'Azir', 'Kalista', 'Shaco', 'Janna', 'Talon'
'Gragas', 'Orianna', 'Kayle', 'Nunu & Willump', 'Twisted Fate', 'Yorick', 'Rengar', 'Dr. Mundo', 'Swain', 'Jax'
'Camille', 'Lee Sin', 'Malzahar', 'Lucian', 'Ezreal', 'Kayle', 'Shaco', 'Zed', 'Lucian', 'Braum'
'Akali', 'Gragas', 'Talon', 'Lucian', 'Nautilus', 'Camille', 'Taliyah', 'LeBlanc', "Kai'Sa", 'Rakan'
'Irelia', 'Lee Sin', 'Akali', 'Ezreal', 'Leona', 'Riven', 'Olaf', 'Ryze', 'Xayah', 'Rakan'
'Jayce', 'Nidalee', 'Camille', 'Zoe', 'Pyke', 'Vladimir', 'Lee Sin', 'Talon', 'Ezreal', 'Leona'
'Lucian', 'Elise', 'Camille', "Kai'Sa", 'Galio', 'Jax', 'Ekko', 'Talon', 'Xayah', 'Lux'
'Karma', 'Fizz', 'Jayce', 'Irelia', 'Morgana', 'Renekton', 'Gragas', 'Talon', 'Xayah', 'Blitzcrank'
'Volibear', "Rek'Sai", 'Zoe', 'Jinx', 'Thresh', 'Camille', 'Nidalee', 'Qiyana', "Kai'Sa", 'Galio'
'Camille', 'Lee Sin', 'Orianna', 'Xayah', 'Nautilus', 'Pantheon', 'Ekko', 'Aatrox', "Kai'Sa", 'Leona'
'Kayle', 'Karthus', 'Irelia', 'Ashe', 'Pyke', 'Corki', 'Lee Sin', 'Jax', 'Jinx', 'Thresh'
'Kayle', "Rek'Sai", 'Akali', 'Yasuo', 'Gragas', 'Darius', 'Rengar', 'Zoe', 'Lucian', 'Thresh'
'Jarvan IV', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Blitzcrank', 'Jayce', 'Ekko', 'Lucian', 'Kalista', 'Thresh'
'Lucian', 'Ekko', 'Talon', "Kai'Sa", 'Volibear', 'Kennen', 'Kindred', 'Karma', 'Jinx', 'Tahm Kench'
'Volibear', 'Olaf', 'LeBlanc', "Kai'Sa", 'Galio', 'Renekton', 'Gragas', 'Qiyana', 'Lucian', 'Nautilus'
'Camille', 'Elise', 'Akali', 'Varus', 'Zyra', 'Lulu', 'Lee Sin', 'Vladimir', 'Lucian', 'Thresh'
'Kled', 'Ekko', 'LeBlanc', 'Lucian', 'Rakan', 'Karma', 'Olaf', 'Orianna', 'Jhin', 'Pyke'
'Renekton', 'Nidalee', 'Camille', 'Xayah', 'Thresh', 'Lucian', 'Ekko', 'Galio', "Kai'Sa", 'Karma'
